title,doi,url,authors,keywords,parenthesized_terms
agrafe NS106,doi:10.57745/JWAOVB,https://doi.org/10.57745/JWAOVB,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSW14,doi:10.57745/NH2SB8,https://doi.org/10.57745/NH2SB8,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TNW34,doi:10.57745/JYSDXI,https://doi.org/10.57745/JYSDXI,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSE28,doi:10.57745/HJKPP9,https://doi.org/10.57745/HJKPP9,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe GUA01,doi:10.57745/7LQIGA,https://doi.org/10.57745/7LQIGA,BERNARD Mathilde; L'HERITIER Maxime,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,chapelle Notre-Dame de Guadalupe
goujon PE03W,doi:10.57745/KF8NKP,https://doi.org/10.57745/KF8NKP,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,piles du chœur
barlotière-tirant 203J19,doi:10.57745/YUVQUU,https://doi.org/10.57745/YUVQUU,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 204J20,doi:10.57745/F9X10O,https://doi.org/10.57745/F9X10O,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 201J19,doi:10.57745/MPUZAX,https://doi.org/10.57745/MPUZAX,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 207J19,doi:10.57745/GMDK3I,https://doi.org/10.57745/GMDK3I,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 206J19,doi:10.57745/4UQ7NL,https://doi.org/10.57745/4UQ7NL,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 205J19,doi:10.57745/L6DB3B,https://doi.org/10.57745/L6DB3B,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 209J19,doi:10.57745/BLMZTE,https://doi.org/10.57745/BLMZTE,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 235J19,doi:10.57745/AB4QYF,https://doi.org/10.57745/AB4QYF,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 210J19,doi:10.57745/V6EBIM,https://doi.org/10.57745/V6EBIM,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 236J19,doi:10.57745/4SXRQI,https://doi.org/10.57745/4SXRQI,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
agrafe TRIB03,doi:10.57745/VGJLIL,https://doi.org/10.57745/VGJLIL,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe TRIB09,doi:10.57745/FWE0IO,https://doi.org/10.57745/FWE0IO,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe TRIB151,doi:10.57745/F025QF,https://doi.org/10.57745/F025QF,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe TRIB158,doi:10.57745/5KSQUQ,https://doi.org/10.57745/5KSQUQ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
Analyses élémentaires et documentation photographique de scories de réduction minerai de fer pour l’étude de provenance des armatures en fer,doi:10.57745/Q1QS64,https://doi.org/10.57745/Q1QS64,Mathilde Bernard,Paris (France) -- Cathédrale Notre-Dame; Archéométrie; Métallurgie préhistorique; Archéologie médiévale; Architecture gothique; Sidérurgie; Métal,
barlotière-tirant 212J19,doi:10.57745/YIK5ED,https://doi.org/10.57745/YIK5ED,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 237J19,doi:10.57745/OOWVYM,https://doi.org/10.57745/OOWVYM,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
agrafe TSW15,doi:10.57745/W8RXFA,https://doi.org/10.57745/W8RXFA,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
barlotière-tirant 208J20p,doi:10.57745/ELSLEW,https://doi.org/10.57745/ELSLEW,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 211J19,doi:10.57745/2KISDK,https://doi.org/10.57745/2KISDK,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
goujon PE11W,doi:10.57745/QEFREW,https://doi.org/10.57745/QEFREW,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,piles du chœur
goujon PE15N,doi:10.57745/SHBBWQ,https://doi.org/10.57745/SHBBWQ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,piles du chœur
agrafe BFS01,doi:10.57745/0GCDR1,https://doi.org/10.57745/0GCDR1,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,extérieur de la tour sud
agrafe BFN409,doi:10.57745/OHJOFQ,https://doi.org/10.57745/OHJOFQ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,intérieurs des tours
goujon R03,doi:10.57745/KX165P,https://doi.org/10.57745/KX165P,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,piles du chœur
agrafe TRIB01S,doi:10.57745/JQ0M6J,https://doi.org/10.57745/JQ0M6J,BERNARD Mathilde; L'HERITIER Maxime,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe BFS02,doi:10.57745/8WMEPL,https://doi.org/10.57745/8WMEPL,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,extérieur de la tour sud
agrafe BFS03,doi:10.57745/0DYDV9,https://doi.org/10.57745/0DYDV9,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,extérieur de la tour sud
agrafe TRIB02N,doi:10.57745/16K3DD,https://doi.org/10.57745/16K3DD,BERNARD Mathilde; L'HERITIER Maxime,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe NN40-42c,doi:10.57745/SF45AL,https://doi.org/10.57745/SF45AL,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NN02,doi:10.57745/ALRA4J,https://doi.org/10.57745/ALRA4J,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NN51,doi:10.57745/M25YTB,https://doi.org/10.57745/M25YTB,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NN53,doi:10.57745/ZILTFD,https://doi.org/10.57745/ZILTFD,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
barlotière-tirant 208J19,doi:10.57745/BJVCIQ,https://doi.org/10.57745/BJVCIQ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
agrafe NN_hc_2,doi:10.57745/8O6NCK,https://doi.org/10.57745/8O6NCK,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
barlotière-tirant 238J19,doi:10.57745/LWTSOR,https://doi.org/10.57745/LWTSOR,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
barlotière-tirant 208J20,doi:10.57745/WYQWDB,https://doi.org/10.57745/WYQWDB,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,fenêtres hautes
agrafe NS174,doi:10.57745/EZPZDR,https://doi.org/10.57745/EZPZDR,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe AGT03,doi:10.57745/UVHPPW,https://doi.org/10.57745/UVHPPW,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,terrasses basses
agrafe AGT01,doi:10.57745/UISFY4,https://doi.org/10.57745/UISFY4,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,terrasses basses
agrafe NS_hc_3,doi:10.57745/PDDHU0,https://doi.org/10.57745/PDDHU0,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSE23,doi:10.57745/BOWIOV,https://doi.org/10.57745/BOWIOV,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NS_hc_2,doi:10.57745/JLCOMT,https://doi.org/10.57745/JLCOMT,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSE25,doi:10.57745/PIUXHO,https://doi.org/10.57745/PIUXHO,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSE27,doi:10.57745/A2POKZ,https://doi.org/10.57745/A2POKZ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSEinf10a,doi:10.57745/4PW6HS,https://doi.org/10.57745/4PW6HS,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TRIB147,doi:10.57745/FX1SUL,https://doi.org/10.57745/FX1SUL,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe TRIB106,doi:10.57745/VWEHVF,https://doi.org/10.57745/VWEHVF,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe TRIB167,doi:10.57745/ESMHQX,https://doi.org/10.57745/ESMHQX,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe TRIB25,doi:10.57745/SDTF9F,https://doi.org/10.57745/SDTF9F,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
Datation au radiocarbone vestige tirant en bois PE15E,doi:10.57745/SRPF9I,https://doi.org/10.57745/SRPF9I,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,piles du chœur
agrafe NS112,doi:10.57745/LZNQWI,https://doi.org/10.57745/LZNQWI,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe BFN403,doi:10.57745/QMYYJH,https://doi.org/10.57745/QMYYJH,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,intérieurs des tours
agrafe TRIB156,doi:10.57745/RB3DH9,https://doi.org/10.57745/RB3DH9,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,tribunes
agrafe TS01,doi:10.57745/LALSWJ,https://doi.org/10.57745/LALSWJ,BERNARD Mathilde; L'HERITIER Maxime,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NS186,doi:10.57745/B5NFXE,https://doi.org/10.57745/B5NFXE,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe BFS04,doi:10.57745/VBRCPT,https://doi.org/10.57745/VBRCPT,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,extérieur de la tour sud
agrafe CH03,doi:10.57745/WWHBBZ,https://doi.org/10.57745/WWHBBZ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CH09,doi:10.57745/4SDCYI,https://doi.org/10.57745/4SDCYI,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe AGT02,doi:10.57745/8SSFYE,https://doi.org/10.57745/8SSFYE,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,terrasses basses
agrafe NN09,doi:10.57745/YANXXK,https://doi.org/10.57745/YANXXK,BERNARD Mathilde; L'HERITIER Maxime; GUILLOT Ivan,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NS07,doi:10.57745/IML6HR,https://doi.org/10.57745/IML6HR,BERNARD Mathilde; L'HERITIER Maxime,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHS47,doi:10.57745/PTX6ZU,https://doi.org/10.57745/PTX6ZU,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHS33,doi:10.57745/JHOJ5Q,https://doi.org/10.57745/JHOJ5Q,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHS37,doi:10.57745/EID8SC,https://doi.org/10.57745/EID8SC,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CH14,doi:10.57745/T6ETQQ,https://doi.org/10.57745/T6ETQQ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHN33,doi:10.57745/VB152Q,https://doi.org/10.57745/VB152Q,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CH22,doi:10.57745/DBGNB0,https://doi.org/10.57745/DBGNB0,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe VN4,doi:10.57745/TWC1VZ,https://doi.org/10.57745/TWC1VZ,BERNARD Mathilde; L'HERITIER Maxime; GUILLOT Ivan,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSW16,doi:10.57745/9F15AZ,https://doi.org/10.57745/9F15AZ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSW07,doi:10.57745/0CYKWS,https://doi.org/10.57745/0CYKWS,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
Synthèse des données analytiques et documentation photographique des armatures en fer,doi:10.57745/TQO8WW,https://doi.org/10.57745/TQO8WW,Mathilde Bernard,Paris (France) -- Cathédrale Notre-Dame; Architecture gothique; Archéologie médiévale; Architecture gothique; Sidérurgie; Métallurgie préhistorique; Archéométrie; Métal,
agrafe TNW_hc_1,doi:10.57745/JTLS8W,https://doi.org/10.57745/JTLS8W,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NS188,doi:10.57745/YIIU65,https://doi.org/10.57745/YIIU65,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHN_hc_2,doi:10.57745/RZY5VO,https://doi.org/10.57745/RZY5VO,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHN44,doi:10.57745/CRT0LL,https://doi.org/10.57745/CRT0LL,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
